GL Closing Date;Company Code;Compte local;ID fournisseur externe;Appro Task Code;Code Folio;Description;Quantity;Type;Montant;Currency Code;Document Date;Document Number;VAT %;Nature 1;Nature 2;VAT Type;Due Date;Invoice Scan ID;Invoice Scan Source;Region Code;Source file id;Application source
26/08/2026;0804;445660;6765-FRA44186;GN1762338G;HAF;STANDARD - FPLA060764;123,00010;STANDARD;66,01;EUR;05/08/2026;FPLA060764;20,00;;;DED_20.00D;;PRN-FVS0084659-CPO-FPLA060764.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260810_210142;PIRENE
26/08/2026;0804;602210;6765-FRA44186;GN1762338G;HAF;STANDARD - FPLA060764;123,00010;STANDARD;330,05;EUR;05/08/2026;FPLA060764;20,00;UC ACHAT DE CARBURANT;;;;PRN-FVS0084659-CPO-FPLA060764.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260810_210142;PIRENE
26/08/2026;0804;401100;6765-FRA44186;GN0807244Y;HAF;STANDARD - FPSA021882;0,00001;STANDARD;4869,40;EUR;05/08/2026;FPSA021882;0,00;;;;;PRN-FVS0084660-CPO-FPSA021882.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260810_210142;PIRENE
26/08/2026;0804;445660;6765-FRA44186;GN0807244Y;HAF;STANDARD - FPSA021882;2850,00000;STANDARD;811,57;EUR;05/08/2026;FPSA021882;20,00;;;DED_20.00D;;PRN-FVS0084660-CPO-FPSA021882.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260810_210142;PIRENE
26/08/2026;0804;602210;6765-FRA44186;GN0807244Y;HAF;STANDARD - FPSA021882;2850,00000;STANDARD;4057,83;EUR;05/08/2026;FPSA021882;20,00;UC ACHAT DE CARBURANT;;;;PRN-FVS0084660-CPO-FPSA021882.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260810_210142;PIRENE
26/08/2026;0804;401100;1535-FRA54320;GN1746878N;HAF;STANDARD - FPDW375343;0,00001;STANDARD;579,46;EUR;28/07/2026;FPDW375343;0,00;;;;;PRN-FVS0084661-DMS-FPDW375343.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260810_210142;PIRENE
26/08/2026;0804;445660;1535-FRA54320;GN1746878N;HAF;STANDARD - FPDW375343;309,00010;STANDARD;96,58;EUR;28/07/2026;FPDW375343;20,00;;;DED_20.00D;;PRN-FVS0084661-DMS-FPDW375343.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260810_210142;PIRENE
26/08/2026;0804;602210;1535-FRA54320;GN1746878N;HAF;STANDARD - FPDW375343;309,00010;STANDARD;482,88;EUR;28/07/2026;FPDW375343;20,00;UC ACHAT DE CARBURANT;;;;PRN-FVS0084661-DMS-FPDW375343.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260810_210142;PIRENE
26/08/2026;0804;401100;35973-FRA69200VIRM;GN1755207D;HAF;STANDARD - FPRH074736;0,00001;STANDARD;1284,79;EUR;18/07/2026;FPRH074736;0,00;;;;;PRN-FVS0084662-Facture-FPRH074736-F-24-07-2026-10-15-31-2957808.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260810_210142;PIRENE
26/08/2026;0804;445660;35973-FRA69200VIRM;GN1755207D;HAF;STANDARD - FPRH074736;351,00010;STANDARD;214,13;EUR;18/07/2026;FPRH074736;20,00;;;DED_20.00D;;PRN-FVS0084662-Facture-FPRH074736-F-24-07-2026-10-15-31-2957808.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260810_210142;PIRENE
26/08/2026;0804;602210;35973-FRA69200VIRM;GN1755207D;HAF;STANDARD - FPRH074736;351,00010;STANDARD;1070,66;EUR;18/07/2026;FPRH074736;20,00;UC ACHAT DE CARBURANT;;;;PRN-FVS0084662-Facture-FPRH074736-F-24-07-2026-10-15-31-2957808.pdf;PRN;B00000001B;PRN01_SRC_FACTURESFOURNISSEURS_20260810_210142;PIRENE
