"Folio";"Type";"Date";"Nom fichier transmis";"App Amont Nb piéce";"App Amont Débit";"App Amont Crédit";"SI Finance Nb piece";"SI Finance Débit";"SI Finance Crédit";"Ecarts Nb Piece";"Ecarts Débit";"Ecarts Crédit";"Somme Amont Fichier";"Somme Ecart Fichier";"Montant Interface OA";"Nb Pieces OA";"Montant OA ";"Ecart Nb Piece Calcule";"Ecart Mt Calcule";"Statut Verification"
"GCA";"CLIENTS";"29/06/2026";"FAC02_SRC_FACTURESCLIENTS_270626-005428_ST_FAC02_639181184681528721_001";"422";"3147078,54";"3147078,54";"422";"6575991";"6575991";"0";"-3428912,46";"-3428912,46";"3147078,54";"-3428912,46";"8064";"421";"3139014,54";"1";"8064,00";"KO"
"GCA";"CLIENTS";"07/05/2026";"FAC02_SRC_FACTURESCLIENTS_070526-013850_ST_FAC02_639137147301688549_001";"3145";"11856347,63";"11856347,63";"3145";"11862825,39";"11862825,39";"0";"-6477,76";"-6477,76";"11856347,63";"-6477,76";"-1671,14";"3143";"11858018,77";"2";"-1671,14";"KO"
"GER";"GL";"03/07/2026";"FAC02_SRC_ECRITURESGL_030726-010145";"28";"7673,01";"7673,01";"0";"0";"0";"28";"7673,01";"7673,01";"7673,01";"7673,01";"7673,01";"0";"0";"28";"7673,01";"KO"
"HAF";"FOURNISSEURS";"02/07/2026";"PRN01_SRC_FACTURESFOURNISSEURS_20260702_204625";"98";"887137,69";"887137,69";"0";"0";"0";"98";"887137,69";"887137,69";"887137,69";"887137,69";"788835,28";"0";"0";"98";"887137,69";"KO"
"HAF";"FOURNISSEURS";"02/07/2026";"PRN01_SRC_FACTURESFOURNISSEURS_20260702_205515";"44";"214392,62";"214392,62";"0";"0";"0";"44";"214392,62";"214392,62";"214392,62";"214392,62";"214392,62";"0";"0";"44";"214392,62";"KO"
"HAF";"FOURNISSEURS";"30/06/2026";"PRN01_SRC_FACTURESFOURNISSEURS_20260630_204514";"111";"877770,7";"877770,7";"0";"0";"0";"111";"877770,7";"877770,7";"877770,7";"877770,7";"849383,45";"0";"0";"111";"877770,7";"KO"
"IGP";"CLIENTS";"03/07/2026";"FAC02_SRC_FACTURESCLIENTS_030726-005913_ST_FAC02_639186371537075584_001";"16";"1856871,58";"1856871,58";"0";"0";"0";"16";"1856871,58";"1856871,58";"1856871,58";"1856871,58";"1856871,58";"0";"0";"16";"1856871,58";"KO"
"IGP";"CLIENTS";"02/07/2026";"FAC02_SRC_FACTURESCLIENTS_020726-054536_ST_FAC02_639185679362350182_001";"378";"7713169,96";"7713169,96";"378";"10057384,32";"10057384,32";"0";"-2344214,36";"-2344214,36";"7713169,96";"-2344214,36";"7713169,96";"0";"0";"378";"7713169,96";"KO"
"IGP";"CLIENTS";"29/06/2026";"FAC02_SRC_FACTURESCLIENTS_270626-005428_ST_FAC02_639181184681528721_001";"27";"7116055,65";"7116055,65";"27";"7433702,69";"7433702,69";"0";"-317647,04";"-317647,04";"7116055,65";"-317647,04";"-556,2";"26";"7116611,85";"1";"-556,20";"KO"
"ING";"FOURNISSEURS";"25/06/2026";"FAC02_SRC_FACTURESFOURNISSEURS_020626-033340_ST_FAC02_639159680209510670_001";"0";"0";"0";"4";"59622,23";"59622,23";"-4";"-59622,23";"-59622,23";"0";"-59622,23";"41630327,17";"478";"41630327,17";"-478";"-41630327,17";"KO"
"NOT";"FOURNISSEURS";"02/07/2026";"NOT01_SRC_FACTURESFOURNISSEURS_20260702232226";"53";"3828,47";"3828,47";"0";"0";"0";"53";"3828,47";"3828,47";"3828,47";"3828,47";"3828,47";"0";"0";"53";"3828,47";"KO"
"RNE";"CLIENTS";"03/07/2026";"FAC02_SRC_FACTURESCLIENTS_030726-005913_ST_FAC02_639186371537075584_001";"2";"27112,02";"27112,02";"0";"0";"0";"2";"27112,02";"27112,02";"27112,02";"27112,02";"27112,02";"0";"0";"2";"27112,02";"KO"
"SVB";"CLIENTS";"03/07/2026";"FAC02_SRC_FACTURESCLIENTS_030726-005913_ST_FAC02_639186371537075584_001";"7";"-108962,86";"-108962,86";"0";"0";"0";"7";"-108962,86";"-108962,86";"-108962,86";"-108962,86";"-108962,86";"0";"0";"7";"-108962,86";"KO"
"SVD";"CLIENTS";"03/07/2026";"FAC02_SRC_FACTURESCLIENTS_030726-005913_ST_FAC02_639186371537075584_001";"47";"49426,77";"49426,77";"0";"0";"0";"47";"49426,77";"49426,77";"49426,77";"49426,77";"49426,77";"0";"0";"47";"49426,77";"KO"
"SVD";"CLIENTS";"02/07/2026";"FAC02_SRC_FACTURESCLIENTS_020726-054536_ST_FAC02_639185679362350182_001";"353";"149922,92";"149922,92";"353";"204296,92";"204296,92";"0";"-54374";"-54374";"149922,92";"-54374";"149922,92";"0";"0";"353";"149922,92";"KO"
"VTC";"CLIENTS";"03/07/2026";"FAC02_SRC_FACTURESCLIENTS_030726-005913_ST_FAC02_639186371537075584_001";"24";"62929,32";"62929,32";"0";"0";"0";"24";"62929,32";"62929,32";"62929,32";"62929,32";"62929,32";"0";"0";"24";"62929,32";"KO"
"VTC";"CLIENTS";"02/07/2026";"FAC02_SRC_FACTURESCLIENTS_020726-054536_ST_FAC02_639185679362350182_001";"17";"64941,63";"64941,63";"17";"315340,17";"315340,17";"0";"-250398,54";"-250398,54";"64941,63";"-250398,54";"64941,63";"0";"0";"17";"64941,63";"KO"
